Year,Month,Region,Region_UNSD,Location,Coordinates,Cause,Route,Source,Quality,Dead,Missing,Total,Females,Males,Children,Survivors
2017,June,Mediterranean,Uncategorized,"Bodies recovered near Tajoura, Libya","32.8621454, 13.4312263",Drowning,Central Mediterranean,IOM Libya,4,29,0,29,2,27,0,0
2017,June,Mediterranean,Uncategorized,On boat after being rescued off the coast of Libya,"32.8154645, 14.6238346",Sickness / lack of access to adequate healthcare,Central Mediterranean,Italian Red Cross,4,1,0,1,0,0,1,0
2017,June,Mediterranean,Uncategorized,Unspecified location between Libya and Italy,"35.3611369, 14.7492973",Mixed or unknown,Central Mediterranean,IOM Italy,4,2,0,2,0,0,0,0
2017,June,Central America,Central America,"Río Bravo, near Congregación Los Rodríguez, Guerrero, Coahuila, Mexico","27.1971781, -101.3626161",Drowning,US-Mexico border crossing,NVI Noticias,1,1,0,1,0,1,0,0
2017,June,North America,Northern America,"Río Bravo, Eagle Pass, Maverick County, Texas","28.6919315, -100.514183",Drowning,US-Mexico border crossing,La Rancherita del Aire,3,1,0,1,0,1,0,0
2017,June,Mediterranean,Uncategorized,"Bodies recovered in Az Zawiyah, Libya","32.8053875, 12.65853",Drowning,Central Mediterranean,IOM Libya,4,2,0,2,0,0,0,0
2017,June,Eastern Africa,Eastern Africa,"Metema, Ethiopia, near the border with Sudan","12.954462, 36.1572559",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initative (4mi),2,10,0,10,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Sahara desert, near Wad Madani, Sudan","14.393082, 33.5392081",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,10,0,10,0,0,0,0
2017,June,Mediterranean,Uncategorized,"Body recovered in Az Zawiyah, Libya","32.8058871, 12.5307519",Drowning,Central Mediterranean,IOM Libya,4,1,0,1,0,0,0,0
2017,June,Caribbean,Caribbean,"Body recovered in Punta Coco, Higüey, La Altagracia, Dominican Republic","18.5368514, -68.8987426",Drowning,Dominican Republic to Puerto Rico,Listin Diario,3,1,0,1,0,1,0,5
2017,June,Central America,Central America,"KM 210, Federal Highway 190, between Santa María Jalapa del Marqués and Magdalena Tequisistlán, Oaxaca, Mexico","16.40602, -95.6114956",Vehicle accident / death linked to hazardous transport,Unknown,Zócalo,3,1,0,1,0,0,0,7
2017,June,North America,Northern America,"Río Bravo, Donna International Bridge, Donna, Hidalgo County, Texas, USA","26.0675271, -98.075316",Drowning,US-Mexico border crossing,"Hidalgo County Sheriff's Office, FOX KFXV-TV",5,1,0,1,0,1,0,0
2017,June,North America,Northern America,"Trad Ranch, Brooks County, Texas","26.97656426, -98.29742432",Mixed or unknown,US-Mexico border crossing,South Texas Human Rights Center,4,1,0,1,1,0,0,0
2017,June,Western Africa,Western Africa,"Agadez, Niger","17.11596945, 7.99065487","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,1,0,0,0
2017,June,Mediterranean,Uncategorized,Unspecified location between Libya and Italy,"36.0020933, 12.0404865",Drowning,Central Mediterranean,IOM Italy,4,0,60,60,0,0,0,80
2017,June,Mediterranean,Uncategorized,In hospital in Lampedusa after being rescued off the coast of Libya,"35.6435454, 12.3563434",Mixed or unknown,Central Mediterranean,Proactiva Open Arms,4,1,0,1,0,1,0,0
2017,June,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.70756, -112.00154",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,June,Eastern Africa,Eastern Africa,"Metema, Ethiopia, near the border with Sudan","12.954462, 36.1572559",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initative (4mi),2,3,0,3,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Sahara desert, Sudan, across the border from Metema, Ethiopia","13.03274249, 36.14695622",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,4,0,4,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Unspecified location in the Sahara desert, Sudan","11.35900088, 34.436386",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,4,0,4,0,0,0,0
2017,June,Mediterranean,Uncategorized,"Bodies washed up near Zarzis, Tunisia","33.5143033, 11.0987311",Drowning,Central Mediterranean,IOM Tunisia,4,10,0,10,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Misurata, Libya","32.3255884, 15.0992556",Violence,Unknown,MHub,2,2,0,2,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Tripoli, Libya","32.87336981, 13.18584514",Violence,Unknown,MHub,2,1,0,1,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Subratah, Libya","32.74414712, 12.43853577",Violence,Unknown,MHub,2,2,0,2,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Unspecified location, Libya","27.54951005, 14.59161225",Violence,Sahara Desert crossing,MHub,2,1,0,1,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Unspecified location, Libya","26.34494569, 13.88848725",Mixed or unknown,Sahara Desert crossing,MHub,2,10,0,10,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Unspecified location, Libya","27.54951005, 14.59161225","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,MHub,2,1,0,1,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Subratah, Libya","32.80534464, 12.50033387",Violence,Unknown,MHub,2,3,0,3,0,0,0,0
2017,June,Northern Africa,Northern Africa,"Subratah, Libya","32.80188175, 12.44402894",Violence,Unknown,MHub,2,1,0,1,0,0,0,0
2017,July,Northern Africa,Northern Africa,"Benghazi, Libya","32.0947711, 20.1879106","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Mixed Migration Monitoring Mechanism Initative (4mi),2,2,0,2,1,1,0,0
2017,July,Mediterranean,Uncategorized,Unspecified location between Libya and Italy,"34.8229616, 13.7016523",Drowning,Central Mediterranean,Swedish Coast Guard,5,9,0,9,6,3,0,0
2017,July,Northern Africa,Northern Africa,"Ghat, Libya, near the border with Algeria","24.9640371, 10.1759285",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,3,0,3,0,3,0,0
2017,July,Northern Africa,Northern Africa,"Ajdabiya, Libya","30.214647, 20.1402594","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,3,0,3,0,0,0,0
2017,July,Europe,Southern Europe,Italy - France border at Ventimiglia,"43.7912366, 7.6075864",Mixed or unknown,Italy to France,Open Migration,1,1,0,1,0,0,0,0
2017,July,North America,Northern America,"Buena Suerte Ranch, near Falfurrias, Brooks County, Texas / USBP Rio Grande Valley Sector","27.39193, -98.35785",Mixed or unknown,US-Mexico border crossing,US Border Patrol / South Texas Human Rights Center,5,1,0,1,0,1,0,1
2017,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.106783, -112.969983",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,July,Mediterranean,Uncategorized,"Bodies retrieved in Tajoura, east of Tripoli, Libya","32.8676549, 13.4181278",Drowning,Central Mediterranean,IOM Libya,4,4,0,4,0,4,0,0
2017,July,Northern Africa,Northern Africa,"Unspecified location in the Sahara desert, Libya","22.12872491, 22.76544038",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,10,0,10,0,0,0,0
2017,July,Mediterranean,Uncategorized,"28 miles southwest of Isla de Alborán, between Morocco and Spain","35.9394333, -3.038769",Drowning,Western Mediterranean,Salvamento Marítimo,5,0,49,49,0,0,0,3
2017,July,Central America,Central America,"Train tracks near Saturnino Ríos, Chiapas, Mexico","17.6385911, -92.1968964",Vehicle accident / death linked to hazardous transport,Unknown,Diario de Palenque,1,1,0,1,0,1,0,0
2017,July,Central America,Central America,"La Bocatoma, near Estación Sufragio, El Fuerte, Sinaloa, Mexico","26.4161063, -108.6354629",Drowning,Unknown,Debate,3,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.06269, -112.47641",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.9984, -113.0138",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.22316, -112.923","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,July,Western Africa,Western Africa,"Garinkowa, Niger, near the border with Nigeria","13.18219406, 9.00724266",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,6,0,6,0,6,0,0
2017,July,Western Africa,Western Africa,"Garinkowa, Niger, near the border with Nigeria","13.35862793, 8.97977684",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,3,0,3,0,3,0,0
2017,July,Central America,Central America,"Río Bravo, near La Playita, Reynosa, Tamaulipas, Mexico","26.0229447, -98.2992095",Drowning,US-Mexico border crossing,El Mañana,1,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Isabella Ranch, Brooks County, Texas","27.2200704, -98.1645255",Mixed or unknown,US-Mexico border crossing,South Texas Human Rights Center,4,1,0,1,0,1,0,0
2017,July,Southern Asia,Southern Asia,"Nimruz province, Afghanistan","29.945985, 61.913843",Violence,Unknown,Mixed Migration Monitoring Mechanism Initative (4mi),0,3,0,3,0,3,0,0
2017,July,Western Africa,Western Africa,"Zinder, Niger","13.8018124, 8.98527",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,0,1,0,0
2017,July,Northern Africa,Northern Africa,"Egypt-Libya border, Jaghboub desert, 400km south of Tobruk, Libya","28.35844, 25.153645","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,IOM Libya,4,20,0,20,0,0,0,0
2017,July,Northern Africa,Northern Africa,"Egypt-Libya border, Jaghboub desert, 400km south of Tobruk, Libya","28.35844, 25.153645","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,IOM Libya,4,20,0,20,0,0,0,0
2017,July,Mediterranean,Uncategorized,"11km northwest of Garabulli, Libya","33.6262223, 12.9583415",Drowning,Central Mediterranean,Al Jazeera,1,0,35,35,0,0,7,65
2017,July,Western Asia,Western Asia,"Syrian/Turkish border, near Ayn al-Bayda, Jisr Al-Shughur, Syria","36.9753521, 37.4552051",Violence,Syria to Turkey,Syrian Observatory for Human Rights,4,2,0,2,0,0,0,0
2017,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.764317, -111.390167",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.764317, -111.390147",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,July,Mediterranean,Uncategorized,"Body recovered in Al Maya, west of Tripoli, Libya","32.8746462, 13.1334899",Drowning,Central Mediterranean,IOM Libya,4,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Body found in ranch near Carrizo Springs, Dimmit County, Texas, USA","28.5285009, -99.876448","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,La Rancherita del Aire,1,1,0,1,0,1,0,0
2017,July,Western Africa,Western Africa,"Agadez, Niger","16.9741689, 7.986535",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,2,0,2,0,2,0,0
2017,July,Western Africa,Western Africa,"Agadez, Niger","16.9741689, 7.986535",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,0,1,0,0
2017,July,Western Africa,Western Africa,"Séguédine, Niger","20.2, 12.9833333",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,7,0,7,0,0,0,0
2017,July,Western Africa,Western Africa,"Agadez, Niger","16.9741689, 7.986535","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,1,0,0,0
2017,July,Western Africa,Western Africa,"Agadez, Niger","16.9741689, 7.986535","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,5,0,5,0,5,0,0
2017,July,Western Africa,Western Africa,"Zinder, Niger","13.8018124, 8.98527",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,0,1,1,0
2017,July,Western Africa,Western Africa,"Agadez, Niger","16.9741689, 7.986535","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.735367, -111.835983","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2017,July,Mediterranean,Uncategorized,"Off the coast of Al-Hoceima, Morocco","35.2873046, -3.8708433",Drowning,Western Mediterranean,Caminando Fronteras via eldiario.es,4,3,0,3,0,0,0,48
2017,July,Western Africa,Western Africa,"Agadez, Niger","16.9741689, 7.986535",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,0,1,0,0
2017,July,Mediterranean,Uncategorized,"33 miles southeast of Málaga, Spain","36.63245643, -4.45025054",Drowning,Western Mediterranean,Salvamento Marítimo,5,1,0,1,0,1,0,0
2017,July,Europe,Southern Europe,"Strada Statale 1 Aurelia, near Latte, Ventimiglia, Italy, close to the border with France","43.7895982, 7.5310874",Vehicle accident / death linked to hazardous transport,Italy to France,La Stampa,1,1,0,1,0,1,0,0
2017,July,Western Asia,Western Asia,"Syrian/Turkish border, Idlib province","35.98549567, 36.28472204",Violence,Syria to Turkey,Syrian Observatory for Human Rights,4,3,0,3,0,0,1,0
2017,July,Western Africa,Western Africa,"Bamako, Mali","12.7330152, -8.00700907",Violence,Unknown,Mixed Migration Monitoring Mechanism Initative (4mi),2,1,0,1,1,0,0,0
2017,July,North America,Northern America,"Cage Ranch, Brooks County, Texas","27.07687651, -98.18893433",Mixed or unknown,US-Mexico border crossing,South Texas Human Rights Center,4,1,0,1,0,1,0,0
2017,July,North America,Northern America,"Remains found in the Organ Pipe Cactus National Monument, Pima County, Arizona, USA - brought to Sonoyta, Sonora, Mexico by fellow migrants","31.92472444, -112.89901374",Mixed or unknown,US-Mexico border crossing,AZ Central,1,1,0,1,0,1,0,0
2017,July,Western Africa,Western Africa,"Agadez, Niger","16.99649649, 7.98928158",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initative (4mi),2,15,0,15,0,0,0,0
2017,July,Mediterranean,Uncategorized,"Body retrieved in Playa de Calahonda, Mijas, Málaga, Spain","36.56700096, -4.58561481",Drowning,Western Mediterranean,Diario Sur,1,1,0,1,0,1,0,0
2017,July,Caribbean,Caribbean,"Irrigation canal in Las Matas de Santa Cruz, Dominican Republic, near the Haiti/DR border","19.6655458, -71.5056249",Drowning,Haiti to Dominican Republic,"IOM Dominican Republic, Listin Diario",4,5,1,6,1,3,1,0
2017,July,Western Asia,Western Asia,"Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey","36.48315602, 36.54915126",Violence,Syria to Turkey,Syrian Observatory for Human Rights,4,6,0,6,0,0,0,0
